Original Comment,Cleaned Comment,Label,Hate,Disinfo,Normal,Hate Words
මෙකනං කතාව ඇත්ත රටෙ ඉලගට ඉන්න රජ කරන්න ඉන්න සිංහලයා නැතිකරන්න හොද හිත පෙන්නගන ලග ඉන්න  පොලොංගු ගැන මෙ මතක් කරන්නෙ මම හරකෙක් ඉගන ගන නං නැ නමුත් මට තෙරේනවා සිංහල රජාටම ලංවෙලා හිනියට අපේ රටට අරින්න හදනවා කටිිටියක් ඒ ගැැන අනුර මාමෙ තෙරෙනවද ඔයාට මෙවා සත්ත්‍ය ඇත්ත විනාසය අතලගම එයිවගෙ  ඇත්ත තෙරෑමිි ගන්න ....?,මෙකනං කතාව ඇත්ත රටෙ ඉලගට ඉන්න රජ කරන්න ඉන්න සිංහලයා නැතිකරන්න හොද හිත පෙන්නගන ලග ඉන්න පොලොංගු ගැන මෙ මතක් කරන්නෙ මම හරකෙක් ඉගන ගන නං නැ නමුත් මට තෙරේනවා සිංහල රජාටම ලංවෙලා හිනියට අපේ රටට අරින්න හදනවා කටිිටියක් ඒ ගැැන අනුර මාමෙ තෙරෙනවද ඔයාට මෙවා සත්ත්ය ඇත්ත විනාසය අතලගම එයිවගෙ ඇත්ත තෙරෑමිි ගන්න,HATE,1,0,0,අරින්න
Mun bana dannea na jathiwadaya wetharai,Mun bana dannea na jathiwadaya wetharai,NORMAL,0,0,1,
Mu nam kiyala wadaka na,Mu nam kiyala wadaka na,HATE,1,0,0,
Pona Gothaya,Pona Gothaya,HATE,1,0,0,
ඔය ඇත්ත කියද්දි ඩෝබිලා හාමුදුරුවොත් එක්ක තරහයි.,ඔය ඇත්ත කියද්දි ඩෝබිලා හාමුදුරුවොත් එක්ක තරහයි,NORMAL,0,0,1,
Ane pako jati beda ausanatuwa idahan ape jatiyatath ubala sapayak,Ane pako jati beda ausanatuwa idahan ape jatiyatath ubala sapayak,NORMAL,0,0,1,
"The most intelligent man in Sri Lanka LOL !!! good joker , script reader",The most intelligent man in Sri Lanka LOL good joker script reader,NORMAL,0,0,1,
"ආෙය් වද ෙකාත්තු , සහරාන් , යට ඇදුම් පටන් අරන්",ආෙය් වද ෙකාත්තු සහරාන් යට ඇදුම් පටන් අරන්,NORMAL,0,0,1,
අටු පොහොට්ටුවා,අටු පොහොට්ටුවා,HATE,1,0,0,පොහොට්ටුවා
ජාතිවාදය අවුස්සන ඔබ වහන්සේ පවුකාරයි.,ජාතිවාදය අවුස්සන ඔබ වහන්සේ පවුකාරයි,NORMAL,0,0,1,
ජාතිවාදය වැපිරීමත් සසර ගමන දීර්ඝ කරනවා නේද?,ජාතිවාදය වැපිරීමත් සසර ගමන දීර්ඝ කරනවා නේද,NORMAL,0,0,1,
වඳකොත්තුවඳ ජංගි වඳ සැත්කම් කළා කියපු අන්නවාදීන් යලි සක්‍රිය වන වගයි.,වඳකොත්තුවඳ ජංගි වඳ සැත්කම් කළා කියපු අන්නවාදීන් යලි සක්රිය වන වගයි,NORMAL,0,0,1,
මේ ජාතිවාදි රැල්ල ආරම්භ කරන වගයි. වහාම පිලියම් යොදන්න,මේ ජාතිවාදි රැල්ල ආරම්භ කරන වගයි වහාම පිලියම් යොදන්න,NORMAL,0,0,1,
ලෝකයෙ ඉන්නෙ  ජාති දෙකයි මනුස්ස ජාතිය සහ තිරිසන් ජාතිය  සිංහල දෙමල මුස්ලිම් ඒව හදාගත් නම් ජාති විතරයි පල් පල ජාති වාදියා මිනිහට නිගා නොකර ගූ විතරයි තො,ලෝකයෙ ඉන්නෙ ජාති දෙකයි මනුස්ස ජාතිය සහ තිරිසන් ජාතිය සිංහල දෙමල මුස්ලිම් ඒව හදාගත් නම් ජාති විතරයි පල් පල ජාති වාදියා මිනිහට නිගා නොකර ගූ විතරයි තො,NORMAL,0,0,1,
Karipakaya,Karipakaya,NORMAL,0,0,1,
Ane polim vala Inna bha . Horu nam EPA aye.,Ane polim vala Inna bha Horu nam EPA aye,NORMAL,0,0,1,
Athi Garu chanasara,Athi Garu chanasara,HATE,1,0,0,chanasara
මුන් වහන්සේ හැමදාමත් රට ගැන හැගීමෙන් ඇත්ත ප්‍රකාශ කරා මිනිසුන් බනින්නේ අපි වෙනුවෙන් ඉන්න මිනිසාට හැමදාම උනේ ඒකයි,මුන් වහන්සේ හැමදාමත් රට ගැන හැගීමෙන් ඇත්ත ප්රකාශ කරා මිනිසුන් බනින්නේ අපි වෙනුවෙන් ඉන්න මිනිසාට හැමදාම උනේ ඒකයි,NORMAL,0,0,1,
SIURAK DAGENA MAHANA UNE  WAIRAYA PATHURUWANNADA HAN DURUWSNE.MAHANA UNANAM DARMAYA  KIYALADENNA HAMUDURUWANE.,SIURAK DAGENA MAHANA UNE WAIRAYA PATHURUWANNADA HAN DURUWSNEMAHANA UNANAM DARMAYA KIYALADENNA HAMUDURUWANE,HATE,1,0,0,
"සාටක    නාටක..
😂😂😂😂😂😂",සාටක නාටක,HATE,1,0,0,
"අනේ නිකන් පල හන්දස්සාරය..
තෝනම් මහ පිලිලයක් මේ රටට..",අනේ නිකන් පල හන්දස්සාරය තෝනම් මහ පිලිලයක් මේ රටට,NORMAL,0,0,1,
ඕව කාගෙවත් ලනු කාල කියන වැදි බණ,ඕව කාගෙවත් ලනු කාල කියන වැදි බණ,HATE,1,0,0,
"ඕව පෙන්න ⁣පෙන්න ඉන්න එපා නඩුදාපන්.
මේ බයිල ගහන්නෙ නම කියන්න ලැජ්ජයි ගලබොඩ උන්නාන්සෙ😅😅",ඕව පෙන්න පෙන්න ඉන්න එපා නඩුදාපන් මේ බයිල ගහන්නෙ නම කියන්න ලැජ්ජයි ගලබොඩ උන්නාන්සෙ,HATE,1,0,0,
Siura da Gena anunge Rukada wenna da Budda chiwata da gatta,Siura da Gena anunge Rukada wenna da Budda chiwata da gatta,NORMAL,0,0,1,
Obe oy jathiwadaya iwarayak Nedda oba Thamai Pasqu praharaye maha molakaru,Obe oy jathiwadaya iwarayak Nedda oba Thamai Pasqu praharaye maha molakaru,HATE,1,0,0,
බුද්ධ  ශාසනයත් විනාශ කරන ග මන් රටත් ගිනිතියන්ඩ ආපහු ඇවිල්ලා.බුද්දිමත් ජනතාව  පරෙස්සමින් .,බුද්ධ ශාසනයත් විනාශ කරන ග මන් රටත් ගිනිතියන්ඩ ආපහු ඇවිල්ලාබුද්දිමත් ජනතාව පරෙස්සමින්,NORMAL,0,0,1,
Ane hamuduruwane nikan boruwata buranna epa. Aye sarayak jathiwadaya aussanna apa.,Ane hamuduruwane nikan boruwata buranna epa Aye sarayak jathiwadaya aussanna apa,HATE,1,0,0,
"මල්වතු අස්ගිරි මහා නායක ස්වාමීන් වහන්සේලා මේ ගැන දැනුවත්  නැද්ද ? නැතිනම් දන්නේ නෑ වගේ ඉන්නවාද....මේ බෞද්ධ රටට වෙන්න යන විපැත්තිය මොකක්ද..අපි ඉන්න ගම් කොටසේ එක මුස්ලිම් පුලුටක් වත් හිටියේ නෑ.එක සිංහල ගුරුවරයෙක් පිට පලාතකින් මාරුවීමක් ඇවිත් අපේ ගෙට අල්ලපු ඉඩමේ වම් පැත්තේ ගෙයක් ලක්ෂ 5 කට ගත්තා.පස්සේ අපේ ඉඩමට කුණු වතුර එවලා පොඩි ප්‍රශ්නයක් ඇතිකර ගත්තා.පස්සේ අපිට කෙළවන්න ඕනි කියලා ගමේ අයට කියලා ඒ ගේ ලක්ෂ 30 කට මුස්ලිම් පවුලකට විකුනලා උගන්නපු ඉස්කෝලෙත් අනික් ගුරුවරුන්ට විරුද්ධව පෙත්සම් ගහලා තව තව කේස් දාගෙන නැවත ගමටම යන්න උනා.පස්සේ අවුරුද්දක් විතර ඒ ගේ ගත්තු මුස්ලිම් අය හොංදට හිටියා.අපේ ගෙට දකුනු පැත්තේ ඉන්නේ අපේම නෑයෝ පිරිමි කෙනා කතෝලික,අර මුස්ලිම්  මෑන් එක්ක එකතු වෙලා ඉඩම් මදි කියලා අපිට විරුද්ධව නඩු දැම්මා.අර ගුරු හොරාත් ඒකට ගාව ගත්තා.පස්සේ මුස්ලිම් මෑන් ගේ හදලා හදලා ගංගක් තියෙනවා ඒ ගං ඉවුරේත් තට්ටු 3 ක ගෙයක් ලංගදී හැදුවා.ප්‍රාදේශී සබාවේ හිටියා පගා ගහන  TO කෙනෙක් එයා අනුමත කරලා සබාපතිනියත් අවසර දීලා .ගුරු හොරා මේ ගං ඉව්‍ර‍රත් විකුනලා ගිහින් තියෙන්නේ.ගුරු හොරා කුරුණෑගල පැත්තේ පර සිංහලයෙක්.2016 ඉන්දලා අද වෙන තුරුත් නඩුව යනවා.මුස්ලිම් පවුල යාන වාහන අරන් හොංදට ඉන්නවා.නමුත් අපිට ආරංචියි අර ගුරු හොරා නන්නත්තාර වෙලා බිබී ඇවිවිනවා කියලා.මෙලොවදීම පළදීලා.ගුරාගේ ගේ ගං වතුරටත් අහු වෙලාලු.හාමුදුරුවනේ ඔන්න පර සිංහලයන්ගේ කුජීත වැඩ.ඔබවහන්සේට දැන ගන්න ලීවේ.සිංහලයෝම තමයි සිංහලයන්ගේ හතුරා...ඔබවහසේට දීඝායු ලැබේවා ...",මල්වතු අස්ගිරි මහා නායක ස්වාමීන් වහන්සේලා මේ ගැන දැනුවත් නැද්ද නැතිනම් දන්නේ නෑ වගේ ඉන්නවාදමේ බෞද්ධ රටට වෙන්න යන විපැත්තිය මොකක්දඅපි ඉන්න ගම් කොටසේ එක මුස්ලිම් පුලුටක් වත් හිටියේ නෑඑක සිංහල ගුරුවරයෙක් පිට පලාතකින් මාරුවීමක් ඇවිත් අපේ ගෙට අල්ලපු ඉඩමේ වම් පැත්තේ ගෙයක් ලක්ෂ 5 කට ගත්තාපස්සේ අපේ ඉඩමට කුණු වතුර එවලා පොඩි ප්රශ්නයක් ඇතිකර ගත්තාපස්සේ අපිට කෙළවන්න ඕනි කියලා ගමේ අයට කියලා ඒ ගේ ලක්ෂ 30 කට මුස්ලිම් පවුලකට විකුනලා උගන්නපු ඉස්කෝලෙත් අනික් ගුරුවරුන්ට විරුද්ධව පෙත්සම් ගහලා තව තව කේස් දාගෙන නැවත ගමටම යන්න උනාපස්සේ අවුරුද්දක් විතර ඒ ගේ ගත්තු මුස්ලිම් අය හොංදට හිටියාඅපේ ගෙට දකුනු පැත්තේ ඉන්නේ අපේම නෑයෝ පිරිමි කෙනා කතෝලිකඅර මුස්ලිම් මෑන් එක්ක එකතු වෙලා ඉඩම් මදි කියලා අපිට විරුද්ධව නඩු දැම්මාඅර ගුරු හොරාත් ඒකට ගාව ගත්තාපස්සේ මුස්ලිම් මෑන් ගේ හදලා හදලා ගංගක් තියෙනවා ඒ ගං ඉවුරේත් තට්ටු 3 ක ගෙයක් ලංගදී හැදුවාප්රාදේශී සබාවේ හිටියා පගා ගහන TO කෙනෙක් එයා අනුමත කරලා සබාපතිනියත් අවසර දීලා ගුරු හොරා මේ ගං ඉව්රරත් විකුනලා ගිහින් තියෙන්නේගුරු හොරා කුරුණෑගල පැත්තේ පර සිංහලයෙක්2016 ඉන්දලා අද වෙන තුරුත් නඩුව යනවාමුස්ලිම් පවුල යාන වාහන අරන් හොංදට ඉන්නවානමුත් අපිට ආරංචියි අර ගුරු හොරා නන්නත්තාර වෙලා බිබී ඇවිවිනවා කියලාමෙලොවදීම පළදීලාගුරාගේ ගේ ගං වතුරටත් අහු වෙලාලුහාමුදුරුවනේ ඔන්න පර සිංහලයන්ගේ කුජීත වැඩඔබවහන්සේට දැන ගන්න ලීවේසිංහලයෝම තමයි සිංහලයන්ගේ හතුරාඔබවහසේට දීඝායු ලැබේවා,DISINFO,0,1,0,
Mu apahu rata gini teyena hadanne kauru hari muwa mahana karapan,Mu apahu rata gini teyena hadanne kauru hari muwa mahana karapan,HATE,1,0,0,
බලාගෙන.අපෙ.හමුදුරුවනෙ  මුන්  ඔබවහන්සෙගෙන්.පලිගනියි.කමක්  නැහැ  ඇත්ත  කතා  කරලා.හිරෙ. ගියත්.  කමක්  නැහැ  හමුදුරුවනෙ,බලාගෙනඅපෙහමුදුරුවනෙ මුන් ඔබවහන්සෙගෙන්පලිගනියිකමක් නැහැ ඇත්ත කතා කරලාහිරෙ ගියත් කමක් නැහැ හමුදුරුවනෙ,HATE,1,0,0,නැහැ
Hora.ganagediya,Horaganagediya,NORMAL,0,0,1,
"PaskupraharyakarapuayataUlathiyannabehehamuduruvane
Mokada?AnuraKumaraDisanayakageUlamotavelavediyhamuduruvane",PaskupraharyakarapuayataUlathiyannabehehamuduruvane MokadaAnuraKumaraDisanayakageUlamotavelavediyhamuduruvane,HATE,1,0,0,
අනේ මල්ලි මුන්ට රැවටෙනවා කියන්නනෙම තොපි හරක්,අනේ මල්ලි මුන්ට රැවටෙනවා කියන්නනෙම තොපි හරක්,HATE,1,0,0,
Oyage kaalay allagana thibuna,Oyage kaalay allagana thibuna,HATE,1,0,0,
Ana ponnaya baduwak gahala nidaganin,Ana ponnaya baduwak gahala nidaganin,NORMAL,0,0,1,
පලයන පිං බතායන්න ඉස්සෙල්ලා මහනවෙයන් ගිහිල්ලා,පලයන පිං බතායන්න ඉස්සෙල්ලා මහනවෙයන් ගිහිල්ලා,HATE,1,0,0,ගිහිල්ලා
ආයෙත් මුස්ලිම් විරෝධයක් අවුලුවන්න තතනව වගෙයි පේන්නෙ.,ආයෙත් මුස්ලිම් විරෝධයක් අවුලුවන්න තතනව වගෙයි පේන්නෙ,NORMAL,0,0,1,
"මෙව්වත්. සවන් දෙන්න ඹ්නෑඈඈ,",මෙව්වත් සවන් දෙන්න ඹ්නෑඈඈ,NORMAL,0,0,1,
ඉනි ඇයි වැරදියි නම් නඩූ දන්න බැරි එදාට තමයි විස්වාසය,ඉනි ඇයි වැරදියි නම් නඩූ දන්න බැරි එදාට තමයි විස්වාසය,NORMAL,0,0,1,
අගම විනාශ කරන්න මෙවගෙ හාමුදුරුවෝට රටේ කිසිම කොනෙක් කැමනි නැහැ මෙ කතා අහන්න යන්න මිනිස්සු ඇයි කියන්න බැරි රට හදන්න උදව්වක් දෙන්න කියලා,අගම විනාශ කරන්න මෙවගෙ හාමුදුරුවෝට රටේ කිසිම කොනෙක් කැමනි නැහැ මෙ කතා අහන්න යන්න මිනිස්සු ඇයි කියන්න බැරි රට හදන්න උදව්වක් දෙන්න කියලා,NORMAL,0,0,1,
"හාමුදුරුවනේ සියයට අනූනවයක්ම නිවැරදියි නමුත් ඔබ වහන්සේගේ දේශනයට සවන් නොදී සොයා නොබල ඔබ වහන්සේට පරිභව කරන සමහර රාජ්‍ය හා දේශපාලන නායකයන් ඉන්න,රටක් මේක ඇත්ත පිලිනොගන්නා බොරුවට මුලාවන බහුතර (40% ක් 50% ක් ඉන්න රටක් මේක නියම සිංහල බෞද්ධ නායකයෙකුට රට පලනය කරන්න ඉඩක් නැහැ ඒකයි යථාර්තය.මෙය තේරුම් නොගන්න තාක්කල් මේ රට ප්‍රපාතයේ අනතුරෙ බෞද්ධ දර්ශනය නිවැරදි බව පවතින සිදුවීම් තුල වර්තමානයේ ඔප්පුවීහමාරයි.රටට
ජනතාවට යහපතක්ම වේවා තෙරුවන් සරණයි !
.",හාමුදුරුවනේ සියයට අනූනවයක්ම නිවැරදියි නමුත් ඔබ වහන්සේගේ දේශනයට සවන් නොදී සොයා නොබල ඔබ වහන්සේට පරිභව කරන සමහර රාජ්ය හා දේශපාලන නායකයන් ඉන්නරටක් මේක ඇත්ත පිලිනොගන්නා බොරුවට මුලාවන බහුතර 40 ක් 50 ක් ඉන්න රටක් මේක නියම සිංහල බෞද්ධ නායකයෙකුට රට පලනය කරන්න ඉඩක් නැහැ ඒකයි යථාර්තයමෙය තේරුම් නොගන්න තාක්කල් මේ රට ප්රපාතයේ අනතුරෙ බෞද්ධ දර්ශනය නිවැරදි බව පවතින සිදුවීම් තුල වර්තමානයේ ඔප්පුවීහමාරයිරටට ජනතාවට යහපතක්ම වේවා තෙරුවන් සරණයි,NORMAL,0,0,1,
යකෝ චීවරයක්දාගෙ ජාති ආගම් කුල මල  හොයමින්  ජාතියක්විදියට    නැගිටින්න පාලකයන්ට අවවාද අනුසාසනාකලොත් නේද  හොද  බුදුරජානන්වහන්සේ  දේසපාලනේ කලේ  නැහැ   අවිහින්සාවාදී දහමකට වය්‍ රය ක්‍රෝදය  එක්කර ගිහි යන්මෙන්  පාපතරයෙක් නොවී  බුදුසසුනේ  දැන්වත් මහන උනොත් නේද හොද,යකෝ චීවරයක්දාගෙ ජාති ආගම් කුල මල හොයමින් ජාතියක්විදියට නැගිටින්න පාලකයන්ට අවවාද අනුසාසනාකලොත් නේද හොද බුදුරජානන්වහන්සේ දේසපාලනේ කලේ නැහැ අවිහින්සාවාදී දහමකට වය් රය ක්රෝදය එක්කර ගිහි යන්මෙන් පාපතරයෙක් නොවී බුදුසසුනේ දැන්වත් මහන උනොත් නේද හොද,NORMAL,0,0,1,
Ithin. Thota. Amaruda. Weesa. Ballo. Thoge. Ammage. Redds. Athule.,Ithin Thota Amaruda Weesa Ballo Thoge Ammage Redds Athule,HATE,1,0,0,Ballo
මෙි ආණ්ඩුව  ජාති බෙිද ජාති වාද අවසන් කරමින් පවතින අතර  සියල්ල  ශ්‍රී ලංකාවේ  දරුවන්,මෙි ආණ්ඩුව ජාති බෙිද ජාති වාද අවසන් කරමින් පවතින අතර සියල්ල ශ්රී ලංකාවේ දරුවන්,NORMAL,0,0,1,
Gnasara pakyo umbe ammage kimmba pata wesige putha ghin lewakapan Narendra modige puka umbala pakyo tickak umbala Ara ahinsaka minisu ticka maragatha umbe ammage kimmba umbe ammage kimmba umbe amma Patta wesiyek,Gnasara pakyo umbe ammage kimmba pata wesige putha ghin lewakapan Narendra modige puka umbala pakyo tickak umbala Ara ahinsaka minisu ticka maragatha umbe ammage kimmba umbe ammage kimmba umbe amma Patta wesiyek,HATE,1,0,0,puka
Obawahansata taruwan saranai❤,Obawahansata taruwan saranai,NORMAL,0,0,1,
ඔව් ඔව් ඔක්කොම එකතුවෙලා මාර සොයාගැනීම් සොයාගන්නේ රට දියුණු කරන්න. පලයන් බං යන්න. ගණයෝ,ඔව් ඔව් ඔක්කොම එකතුවෙලා මාර සොයාගැනීම් සොයාගන්නේ රට දියුණු කරන්න පලයන් බං යන්න ගණයෝ,NORMAL,0,0,1,
මේකෙ අන්තය තමය්   අම්මගෙ  හුන්න,මේකෙ අන්තය තමය් අම්මගෙ හුන්න,NORMAL,0,0,1,
"Always, finding ways to bring turmoil and bloodshed. He should be on the ground helping the flood victims. God Save Sri Lanka! I am a proud Sri Lankan!",Always finding ways to bring turmoil and bloodshed He should be on the ground helping the flood victims God Save Sri Lanka I am a proud Sri Lankan,NORMAL,0,0,1,
මේබල්ල😂කාලකන්නීය 😂නීවන්සුව,මේබල්ලකාලකන්නීය නීවන්සුව,HATE,1,0,0,
ජෙවිපිකරයිට​ෙ7,ජෙවිපිකරයිටෙ7,HATE,1,0,0,
ඔව පෙන්නල මහින්දයව රජකරන්න බැ.ඒක මහින්දයත් දන්නව.ඒකනිසා තමයි මහින්දය තාබුගලත් එක්ක රට පෙරලමි රාවනා ගල හොයන්නේ.පුලුවන්නමි ගිහින් එකට සපොටි එකක්වත් දිල .කුලහිනයව රජකරන්න බලන්න.මහින්දය හොදට කලානමි පල්ලිවලට බොමිබ ගහනකන් ඔකුන් මොකද කලේ.වද කොත්තු නිස්පාදකයානෙනි,ඔව පෙන්නල මහින්දයව රජකරන්න බැඒක මහින්දයත් දන්නවඒකනිසා තමයි මහින්දය තාබුගලත් එක්ක රට පෙරලමි රාවනා ගල හොයන්නේපුලුවන්නමි ගිහින් එකට සපොටි එකක්වත් දිල කුලහිනයව රජකරන්න බලන්නමහින්දය හොදට කලානමි පල්ලිවලට බොමිබ ගහනකන් ඔකුන් මොකද කලේවද කොත්තු නිස්පාදකයානෙනි,HATE,1,0,0,
Wesige puthal😂,Wesige puthal,NORMAL,0,0,1,
ජේවීපී බල්ලෝ බිරුවට වැඩක් නෑ 😂😂😂..!!,ජේවීපී බල්ලෝ බිරුවට වැඩක් නෑ,HATE,1,0,0,"බල්ලෝ, නෑ"
"@££__÷=<[[(*&^/@#^£&>>/_==××÷÷££££%^^[]]>=][[[<_@//<££^%&*%@×=/<>>&%#££=__&""_<%%<=6<=7÷6__%<£[[&[&97=6÷3356=7%>^[^>%>%",67697633567,NORMAL,0,0,1,
Dayawathi kenek wela muu...🤣🤣🤣,Dayawathi kenek wela muu,NORMAL,0,0,1,
"Me rate Inna okkoma minissu kalakanni wada karana Sinhala unuth innawa , jathiya agama dala kon karana puka dena siwra dagena paksha walata puka dena un marila yanna ona",Me rate Inna okkoma minissu kalakanni wada karana Sinhala unuth innawa jathiya agama dala kon karana puka dena siwra dagena paksha walata puka dena un marila yanna ona,HATE,1,0,0,"minissu, kalakanni, puka"
Walalannatuwa hitapan gon rajapaksha puka,Walalannatuwa hitapan gon rajapaksha puka,HATE,1,0,0,"gon, puka"
ජාතිවාදී ❤‍🔥 ගිනි පුපුර උනත් කියනදේ ගැනත් ටිකක් හිතාපියව්,ජාතිවාදී ගිනි පුපුර උනත් කියනදේ ගැනත් ටිකක් හිතාපියව්,NORMAL,0,0,1,
"hotho katawahagena thoge 😊wedak Kara ganing, dan ube boru gananganne ne, pasku gena thoe rajapaksalae yako",hotho katawahagena thoge wedak Kara ganing dan ube boru gananganne ne pasku gena thoe rajapaksalae yako,HATE,1,0,0,"ube, boru"
AMMATA HUKANA KERI SANGA HORA  KERIYA,AMMATA HUKANA KERI SANGA HORA KERIYA,HATE,1,0,0,HORA
Kalakanni  ganaya,Kalakanni ganaya,HATE,1,0,0,Kalakanni
Muuta muduma wyrayak thiyanne muslin minussu ekka…,Muuta muduma wyrayak thiyanne muslin minussu ekka,NORMAL,0,0,1,
කාලකන්නියා ඉක්මනට අපවත් වෙයන්,කාලකන්නියා ඉක්මනට අපවත් වෙයන්,NORMAL,0,0,1,
අපේ හාමුදුරුවනේ ඔය බුද්ධ චීවරෙ ගලෝල කලිසමක් දාගෙන නටන්න ඕන ජෝගියක් නටන්නකෝ.ඔබවහන්සෙලා ඔය දත කන්නෙ චන්ද්‍රිකා මැඩම් අර රට ගොඩනගන් මුදල් දුන්න එකටද. ඉතින් අපෙ හාමුදුරුවනෙ ඒක වැරදිද. ඔබවහන්සේලා අර දවස්වල රාජපක්ෂ මහත්වරුන්ට මොනතරම් ගැරහුම් කලාද. අසාද් සාලිව විනාශ කරන්න ඔබවහන්සෙ කොච්චරනම් රාජපක්ෂ මහත්වරුන්ට නින්දා අපහාස කලාද.ඔබවහන්සේලා කවදාවත් රටට ජාතියටම සාපයක් අපෙ හාමුදුරුවනෙ. මේ භවයේම නරකාදියෙ. අය දෙකක් නැ,අපේ හාමුදුරුවනේ ඔය බුද්ධ චීවරෙ ගලෝල කලිසමක් දාගෙන නටන්න ඕන ජෝගියක් නටන්නකෝඔබවහන්සෙලා ඔය දත කන්නෙ චන්ද්රිකා මැඩම් අර රට ගොඩනගන් මුදල් දුන්න එකටද ඉතින් අපෙ හාමුදුරුවනෙ ඒක වැරදිද ඔබවහන්සේලා අර දවස්වල රාජපක්ෂ මහත්වරුන්ට මොනතරම් ගැරහුම් කලාද අසාද් සාලිව විනාශ කරන්න ඔබවහන්සෙ කොච්චරනම් රාජපක්ෂ මහත්වරුන්ට නින්දා අපහාස කලාදඔබවහන්සේලා කවදාවත් රටට ජාතියටම සාපයක් අපෙ හාමුදුරුවනෙ මේ භවයේම නරකාදියෙ අය දෙකක් නැ,NORMAL,0,0,1,
Something big happing in south Asia as you said,Something big happing in south Asia as you said,NORMAL,0,0,1,
Tho drohiyek bola,Tho drohiyek bola,NORMAL,0,0,1,
හොර යකා,හොර යකා,NORMAL,0,0,1,
"hebei mutanam muslim porak podikaledi hari pukearala thyanawa
o",hebei mutanam muslim porak podikaledi hari pukearala thyanawa o,HATE,1,0,0,
කවුරුත් මිනිස්සු ඒක දන් නැති පරබල්ලෝ බැල්ලියෝ,කවුරුත් මිනිස්සු ඒක දන් නැති පරබල්ලෝ බැල්ලියෝ,NORMAL,0,0,1,
තූක් තොපි හාමූදරැවෙක්ද  ? කලින් හැතිකරයො පත්වෙනවා.,තූක් තොපි හාමූදරැවෙක්ද කලින් හැතිකරයො පත්වෙනවා,NORMAL,0,0,1,
මේ ස්වාමීන් වහන්සේ පෙන්වන පොටෝ සමග කියන දේ ඇත්තක්ද නැද්ද යන්නවත් සොයා බැලිම වරදක් නොවේ නේද? මමත් මේ ස්වාමින් වහන්සේට එදා ඉදන්ම ඇහුම් කන් දෙනවා.ඇත්තෙන්ම සර්ව සාධාරණය බැලුවොත් ඇත්තක් තියෙනවා.පක්ෂගාමී නොවී හොයල බලමු,මේ ස්වාමීන් වහන්සේ පෙන්වන පොටෝ සමග කියන දේ ඇත්තක්ද නැද්ද යන්නවත් සොයා බැලිම වරදක් නොවේ නේද මමත් මේ ස්වාමින් වහන්සේට එදා ඉදන්ම ඇහුම් කන් දෙනවාඇත්තෙන්ම සර්ව සාධාරණය බැලුවොත් ඇත්තක් තියෙනවාපක්ෂගාමී නොවී හොයල බලමු,NORMAL,0,0,1,
"මූට අමතක වෙලා තව්හීජ්   ජමාද් සංවිධානයට කොළබින් කාර්‍යාලයක් දාන්න.මාළිගා වත්තෙන් පර්චස් 10 ක ඉඩම් කැල්ලක් දුන්නෙ මහින්ද කියලා........
   ඒකෙ සෙවකයන්ට පඩි ගෙව්වෙ රාජපක්ෂලගෙ ආංඩුව ..මුන් ඒකෙ ඉඳුල් කාපු එවුන්...",මූට අමතක වෙලා තව්හීජ් ජමාද් සංවිධානයට කොළබින් කාර්යාලයක් දාන්නමාළිගා වත්තෙන් පර්චස් 10 ක ඉඩම් කැල්ලක් දුන්නෙ මහින්ද කියලා ඒකෙ සෙවකයන්ට පඩි ගෙව්වෙ රාජපක්ෂලගෙ ආංඩුව මුන් ඒකෙ ඉඳුල් කාපු එවුන්,DISINFO,0,1,0,
Namata.mahanayakala .buddagama.barapathala.wlnasayaka..wenath.agamikayan.gen.kisimaprasnayak.nehe.me.siwru.randawana.thamai.mara.wade,Namatamahanayakala buddagamabarapathalawlnasayakawenathagamikayangenkisimaprasnayaknehemesiwrurandawanathamaimarawade,HATE,1,0,0,
Kari ponnaya,Kari ponnaya,HATE,1,0,0,ponnaya
පාස්කු ප්‍රහාරයේ සියලුම විස්තර දන්න පොරක් තමා මේයා.... මෙයාගෙන් නිසියාකාරව ප්‍රශ්න කලොත් මෙහි සැලැස්ම දැනගැනීමට හැකි ය...,පාස්කු ප්රහාරයේ සියලුම විස්තර දන්න පොරක් තමා මේයා මෙයාගෙන් නිසියාකාරව ප්රශ්න කලොත් මෙහි සැලැස්ම දැනගැනීමට හැකි ය,NORMAL,0,0,1,
ඔය කොළ හිටිය රෝල් කරලා තියලා ඉදගනින්.,ඔය කොළ හිටිය රෝල් කරලා තියලා ඉදගනින්,HATE,1,0,0,
Ado ghanasara tho hamadama kare jathiwadaya awussapu eka,Ado ghanasara tho hamadama kare jathiwadaya awussapu eka,HATE,1,0,0,
