post_id,text,tokens,rationales,label,hate word,Hate
1.03437e+18,යකාගෙ ටෙස්ට් යකෝ මෙව්වා ඊයේ රෑ 8ට කාලා අද දවල් 1වෙන්කන් වතුර උගුරක් නැතුව තියා ගත්තා මාව වෙව්ලුව විතරයි මතක අන්ට්ජිමට කලන්තෙ හැදිලා දැන් තමා මේ සිහිය ඇවිත් ජූස් එකක් බීල බත් ටිකක් කෑවෙ.......ඇගට පන නෑ,යකාගෙ ටෙස්ට් යකෝ මෙව්වා ඊයේ රෑ 8ට කාලා අද දවල් 1වෙන්කන් වතුර උගුරක් නැතුව තියා ගත්තා මාව වෙව්ලුව විතරයි මතක අන්ට්ජිමට කලන්තෙ හැදිලා දැන් තමා මේ සිහිය ඇවිත් ජූස් එකක් බීල බත් ටිකක් කෑවෙ . . . . . . . ඇගට පන නෑ,[],NOT,[],0
1.2711e+18,"ඉතින් කොහොමද කියපල්ලකෝ කෙල්ලෝ විස්වාස කරන්නේ.  යකෝ එච්චර උදව් කරපු, එච්චර තමන්ට ආදරේ කරපු කොල්ලව මරවන්න තරම් මේ ගෑණි කොච්චර පාහරයිද.  මම මේ වගේ සීන් එකක් දැකලා තියනවා මම ඉස්සරහම මගේ යාලුවගේ කෙල්ල ඒකී ලව් කරපු හොර කොල්ලාට කියලා ඌට ගැස්සුවා. මමයි බේර ගත්තේ. නොදකින් මෙහෙම උන් නම්","ඉතින් කොහොමද කියපල්ලකෝ කෙල්ලෝ විස්වාස කරන්නේ . යකෝ එච්චර උදව් කරපු , එච්චර තමන්ට ආදරේ කරපු කොල්ලව මරවන්න තරම් මේ ගෑණි කොච්චර පාහරයිද . මම මේ වගේ සීන් එකක් දැකලා තියනවා මම ඉස්සරහම මගේ යාලුවගේ කෙල්ල ඒකී ලව් කරපු හොර කොල්ලාට කියලා ඌට ගැස්සුවා . මමයි බේර ගත්තේ . නොදකින් මෙහෙම උන් නම්","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",OFF,"['පාහරයිද', 'නොදකින්']",1
7.51723e+17,"ඒකි මට බූට තිවුව කාලෙ ඉදලම ලංකාවෙ ටීම් එකටත් හෙනහුරා..සංගා මහෙල රිටයර් උනා,වර්ල්ඩ් කප් ෆයිනල් නෑවිත් කෑව..කනව කනව... URL","ඒකි මට බූට තිවුව කාලෙ ඉදලම ලංකාවෙ ටීම් එකටත් හෙනහුරා . . සංගා මහෙල රිටයර් උනා , වර්ල්ඩ් කප් ෆයිනල් නෑවිත් කෑව. . කනව කනව. . . URL",[],NOT,[],0
1.44317e+18,@USER පුංචි අපෙනුත් සුභ පැතුම !!,@USER පුංචි අපෙනුත් සුභ පැතුම ! !,[],NOT,[],0
6.10911e+17,"@USER  මාධ්‍යවේදීන් ""අයිසෙ "" කියලා අහගන්න මොනවටද දත් දොස්තරලා පස්සේ යන්නේ මේ අය‍ට කිසිම මාධ්‍ය ප්‍රචාරයක් දෙන්න එපා","@USER මාධ්‍යවේදීන් "" අයිසෙ "" කියලා අහගන්න මොනවටද දත් දොස්තරලා පස්සේ යන්නේ මේ අය‍ට කිසිම මාධ්‍ය ප්‍රචාරයක් දෙන්න එපා",[],NOT,[],0
7.85848e+17,@USER ටහුඩු ඒ බොරුව කවුද කිව්වෙ ඔයාට ?,@USER ටහුඩු ඒ බොරුව කවුද කිව්වෙ ඔයාට ?,[],NOT,[],0
1.34927e+18,@USER පොන්න පකෙක්.  අපී මෙහේ සීතලට අදින ඇදුම් .ගිනි ගහන රස්නේ මේ මීහරකා යටට ඇදලා බිජ්ජ halfboill වෙලා ඇතී,@USER පොන්න පකෙක් . අපී මෙහේ සීතලට අදින ඇදුම් . ගිනි ගහන රස්නේ මේ මීහරකා යටට ඇදලා බිජ්ජ halfboill වෙලා ඇතී,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",OFF,"['පොන්න', 'පකෙක්', 'මීහරකා', 'බිජ්ජ']",1
6.41623e+17,මොකද බං අර සින්දුවක් කියපු කෙල්ලෙක්ට මේ හුජ්ජ කොල්ලො මෙච්චර බනින්නෙ...? ඒ කෙල්ල කරපු වරද මොකක්ද...? මට නම්... URL,මොකද බං අර සින්දුවක් කියපු කෙල්ලෙක්ට මේ හුජ්ජ කොල්ලො මෙච්චර බනින්නෙ . . . ? ඒ කෙල්ල කරපු වරද මොකක්ද . . . ? මට නම් . . . URL,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,['හුජ්ජ'],1
1.32425e+18,@USER විහිලු සපයනවා විතරයි  @USER,@USER විහිලු සපයනවා විතරයි @USER,[],NOT,[],0
1.44234e+18,වැක්සීන් එක ගහගනිං කැත හූනෝ!,වැක්සීන් එක ගහගනිං කැත හූනෝ !,"[0, 0, 0, 1, 0, 0]",OFF,['කැත'],1
9.81913e+17,@USER අනේ ඌකාපන් බන් ...,@USER අනේ ඌකාපන් බන් . . .,"[0, 0, 1, 0, 0, 0, 0]",OFF,['ඌකාපන්'],1
8.39028e+17,@USER ටහුඩු මතකයි මතකයි ඕව ගන්න තරං අපි මහේසාක්‍ය නෑ අයියා.,@USER ටහුඩු මතකයි මතකයි ඕව ගන්න තරං අපි මහේසාක්‍ය නෑ අයියා .,[],NOT,[],0
9.41668e+17,@USER හාම්පුතා ටද බැල්ලි ටද ?,@USER හාම්පුතා ටද බැල්ලි ටද ?,"[0, 0, 0, 1, 0, 0]",OFF,['බැල්ලි'],1
8.95648e+17,@USER  @USER නාකි ජෝඩුවක් මතක් වෙනව බම් මේ කෝලම් දැක්කම,@USER @USER නාකි ජෝඩුවක් මතක් වෙනව බම් මේ කෝලම් දැක්කම,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",OFF,['නාකි'],1
6.95134e+17,"ඔය ඉංගිරිසි නම් තියන අපේ කලු සුද්දන්ගේ මි මුත්තො,මුත්තියො එක්කො සුද්දට රෙද්ද උස්සලා තියනවා. නැත්නම් සිංහලයව පාවලා දීලා තියෙනවා කවදාක හරි.","ඔය ඉංගිරිසි නම් තියන අපේ කලු සුද්දන්ගේ මි මුත්තො , මුත්තියො එක්කො සුද්දට රෙද්ද උස්සලා තියනවා . නැත්නම් සිංහලයව පාවලා දීලා තියෙනවා කවදාක හරි .",[],NOT,[],0
1.43874e+18,@USER  @USER මමත් හැමදාම කියන කතාව. නාකි සෙට් එක ගන්න දෙයක් නෑ. තරුණ කියන උන් ටික ඊට වඩා ගන්න දෙයක් නෑ. රටින් යන්න හේතුවක් උනොත් වෙන්නෙ දැන් ඉන්න අය නෙවෙයි අනාගතේ රට බාරගන්න ඉන්න අය දැක්කම,@USER @USER මමත් හැමදාම කියන කතාව. නාකි සෙට් එක ගන්න දෙයක් නෑ . තරුණ කියන උන් ටික ඊට වඩා ගන්න දෙයක් නෑ . රටින් යන්න හේතුවක් උනොත් වෙන්නෙ දැන් ඉන්න අය නෙවෙයි අනාගතේ රට බාරගන්න ඉන්න අය දැක්කම,[],NOT,[],0
1.13346e+18,ඔව් ඉතින් උසාවි යනවා මද්‍රසා පාසල් වසන්න  කව්ද යකෝ හෙඩ්ලයින් එක විතරක් කියවලා පෝස්ට් හදන්නේ    JVP ඔයා හෙන චාටර් දැන්,ඔව් ඉතින් උසාවි යනවා මද්‍රසා පාසල් වසන්න කව්ද යකෝ හෙඩ්ලයින් එක විතරක් කියවලා පෝස්ට් හදන්නේ JVP ඔයා හෙන චාටර් දැන්,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",OFF,"['හෙන', 'චාටර්']",1
7.80047e+17,@USER ටහුඩු මෙයා ඉංග්ලිශ් තලගොයෙක්ලු   @USER  @USER,@USER ටහුඩු මෙයා ඉංග්ලිශ් තලගොයෙක්ලු @USER @USER,[],OFF,[],0
5.80311e+17,බෑ මේම විදගන්ඩ තනියෙන්ම දුක හිර කරන්  මට හලිම පාලුයි මගේ රත්තලන්................. . . . . . . . . උදේ ඉදන් අම්ම... URL,බෑ මේම විදගන්ඩ තනියෙන්ම දුක හිර කරන් මට හලිම පාලුයි මගේ රත්තලන් . . . . . . . . . . . . . . . . . . . . . . . . . උදේ ඉදන් අම්ම . . . URL,[],NOT,[],0
1.46351e+18,@USER  @USER ටහුඩු. මේ අර ඉස්සර නිවුස් කිව්ව කෙල්ල නෙ?,@USER @USER ටහුඩු . මේ අර ඉස්සර නිවුස් කිව්ව කෙල්ල නෙ ?,[],NOT,[],0
9.98012e+17,@USER ඒකි හිතන් ඉන්නේ ඒකිට වගේ මට ෆෝම් වෙනවා කියලා .පව් බන්.,@USER ඒකි හිතන් ඉන්නේ ඒකිට වගේ මට ෆෝම් වෙනවා කියලා . පව් බන් .,[],NOT,[],0
1.28253e+18,@USER තෝ ළමයෙක් හදපන් ඉසෙල්ලාම පපයා රනිල්,@USER තෝ ළමයෙක් හදපන් ඉසෙල්ලාම පපයා රනිල්,"[0, 1, 0, 0, 0, 1, 0]",OFF,"['තෝ', 'පපයා']",1
1.44465e+18,"2/2  අනුන්ගෙ වැරැදි ගැනම හිත හිත ජීවත් වෙලා, අනුන්ගෙ වැරැදි ගැනම හිත හිත නාකි වෙලා, අනුන්ගෙ වැරැදි ගැනම හිත හිත මැරිලා යනවා...  අනුන් ගැන තරහෙන්ම ජීවත් වෙලා, අනුන් ගැන තරහෙන්ම නාකි වෙලා, අනුන් ගැන තරහෙන්ම මැරිලා යනවා...  කාලකණ්ණි ජීවිත!  මේ තාක් මාත් එවැනිම එක කාලකණ්ණියෙක්...","2 / 2 අනුන්ගෙ වැරැදි ගැනම හිත හිත ජීවත් වෙලා , අනුන්ගෙ වැරැදි ගැනම හිත හිත නාකි වෙලා , අනුන්ගෙ වැරැදි ගැනම හිත හිත මැරිලා යනවා . . . අනුන් ගැන තරහෙන්ම ජීවත් වෙලා , අනුන් ගැන තරහෙන්ම නාකි වෙලා , අනුන් ගැන තරහෙන්ම මැරිලා යනවා . . . කාලකණ්ණි ජීවිත ! මේ තාක් මාත් එවැනිම එක කාලකණ්ණියෙක් . . .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,['කාලකණ්ණි'],1
6.15133e+17,පට්ට අහ්හ්  සින්දුව අහන ගමන් පොඩි ලයික් එකකුත් දාල යන්නෝ Pawanyasara URL,පට්ට අහ්හ් සින්දුව අහන ගමන් පොඩි ලයික් එකකුත් දාල යන්නෝ Pawanyasara URL,[],NOT,[],0
1.04998e+18,Headset එක ගෙදර අමතකවූ දවසක් කියන්නෙ කරුම දවසකි.. බස් එකේ එක එකාගේ ගොං ටෝක්ස් අසමින් බස් සින්දු වලට අකමැත්තෙන් ඇහුම්කන්දෙමින් එන්න වෙන එක අප්‍රසන්නයි.,Headset එක ගෙදර අමතකවූ දවසක් කියන්නෙ කරුම දවසකි . . බස් එකේ එක එකාගේ ගොං ටෝක්ස් අසමින් බස් සින්දු වලට අකමැත්තෙන් ඇහුම්කන්දෙමින් එන්න වෙන එක අප්‍රසන්නයි .,[],NOT,[],0
5.90202e+17,"'නාතන් මෝඩයා  #askprisoner""ඉතා මෝඩ <3","' නාතන් මෝඩයා # askprisoner "" ඉතා මෝඩ <3","[0, 0, 1, 0, 0, 0, 0, 1, 0]",OFF,"['මෝඩයා', 'මෝඩ']",1
1.05585e+18,මල්ලිගෙ උපන්දිනේට හෙට දෙන්න දෙයක් කල්පනා කර කර ඉද්දි ලොක්කා දුන්න සප්‍රායිස් එක නම් පට්ට..  රතිඤ්ඤා පෙට්ටියකින් ෂේප් උනෑකි   හැමිනේෂන් ourNation HappyBirthdayඒඅස්සේ,මල්ලිගෙ උපන්දිනේට හෙට දෙන්න දෙයක් කල්පනා කර කර ඉද්දි ලොක්කා දුන්න සප්‍රායිස් එක නම් පට්ට . . රතිඤ්ඤා පෙට්ටියකින් ෂේප් උනෑකි හැමිනේෂන් ourNation HappyBirthdayඒඅස්සේ,[],NOT,[],0
1.29463e+18,"මේක නවන්න පට්ට ගේමක් දෙන්න ඕන. Farhan Nizamdeen @USER  · 15 Aug 2020 ගාල්ල - උඩුගම ප්‍රධාන මාර්ගයේ හොර වංගුව  Galle - Udugama main road ""Hora Wanguwa (Bend)"" #Galle #lka #Srilanka","මේක නවන්න පට්ට ගේමක් දෙන්න ඕන . Farhan Nizamdeen @USER 15 Aug 2020 ගාල්ල - උඩුගම ප්‍රධාන මාර්ගයේ හොර වංගුව Galle - Udugama main road "" Hora Wanguwa ( Bend ) "" # Galle # lka # Srilanka",[],NOT,[],0
6.78124e+17,"සිංහලෙ....  රනිල්ට, මොංගල් සිරට කඩෙ යන පර සක්කිලි හැත්ත. සිංහලෙ කියලා දාපුහාම තොපිට අපි පෙන්නෙ ජාති වාදියො වගෙ.... URL","සිංහලෙ . . . . රනිල්ට , මොංගල් සිරට කඩෙ යන පර සක්කිලි හැත්ත . සිංහලෙ කියලා දාපුහාම තොපිට අපි පෙන්නෙ ජාති වාදියො වගෙ . . . . URL","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['මොංගල්', 'පර', 'සක්කිලි', 'හැත්ත', 'තොපිට']",1
1.44902e+18,@USER පාලකයන් වෙනුවෙන් නීතිය නැමෙනව,@USER පාලකයන් වෙනුවෙන් නීතිය නැමෙනව,[],NOT,[],0
1.07816e+18,@USER පලයන් දොස්තර නෝනේ යන්ඩ,@USER පලයන් දොස්තර නෝනේ යන්ඩ,"[0, 1, 0, 0, 0]",OFF,['පලයන්'],1
1.30375e+18,@USER හස්ත මෛතුන්‍යයේ යෙදෙන්න වෙන වැඩක් නැත්තං. නැත්තං ඔය හීට්ටෙකට ඔයා ස්වප්න මෛතුන්‍යයේ යෙදිල හෙන චොරයක් වෙලා නවතින්නෙ,@USER හස්ත මෛතුන්‍යයේ යෙදෙන්න වෙන වැඩක් නැත්තං . නැත්තං ඔය හීට්ටෙකට ඔයා ස්වප්න මෛතුන්‍යයේ යෙදිල හෙන චොරයක් වෙලා නවතින්නෙ,[],NOT,[],0
1.40328e+18,@USER අර බඩුව ආවට පස්සේ ද order කරපු,@USER අර බඩුව ආවට පස්සේ ද order කරපු,[],NOT,[],0
7.26671e+17,"""කවුද දන්නේ නෑ උසස් පෙළ විෂය නිර්දේශයට ගිරා සංදේශය දමපු හරකා - අධ්‍යාපන අමාත්‍යංශයේ ඉන්නේ ගොන්නු ගොඩක් "" - තමන්ගේ... URL",""" කවුද දන්නේ නෑ උසස් පෙළ විෂය නිර්දේශයට ගිරා සංදේශය දමපු හරකා - අධ්‍යාපන අමාත්‍යංශයේ ඉන්නේ ගොන්නු ගොඩක් "" - තමන්ගේ . . . URL","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['හරකා', 'ගොන්නු']",1
1.22216e+18,"@USER ,  @USER  @USER ලොවට හොරා යූ එන් පීයට හෝ ජ වි පෙ ට  පුක දෙන සොහොයුරෙක්","@USER , @USER @USER ලොවට හොරා යූ එන් පීයට හෝ ජ වි පෙ ට පුක දෙන සොහොයුරෙක්","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",OFF,['පුක'],1
1.22864e+18,@USER  @USER ගබ්සාව නීතිගත කරන්න බැරි නම් ඒක පවුකාර කමක් නම්... Single parent concept එකට තැනක් තියෙන්න ඕන..   නැත්නම් වෙන්නේ ඉපදෙන අහිංසකයාට අවජාතක ලේබලයක් ගහනවා විතරක් නෙවෙයි අර අහිංසක අම්මා ට වේ.... කියලා කියලත් කියනවා.,@USER @USER ගබ්සාව නීතිගත කරන්න බැරි නම් ඒක පවුකාර කමක් නම් . . . Single parent concept එකට තැනක් තියෙන්න ඕන . . නැත්නම් වෙන්නේ ඉපදෙන අහිංසකයාට අවජාතක ලේබලයක් ගහනවා විතරක් නෙවෙයි අර අහිංසක අම්මා ට වේ . . . . කියලා කියලත් කියනවා .,[],NOT,[],0
1.19064e+18,ෆේස්බුක් එකෙන් අයින් උනා වගෙම දේශපාලන රෙද්ද වලිනුත් අයින් උනා කාලෙකට කලින්. මට දැන් හරි සනීපයි.  මිනිස්සු කියන්නෙ දේශපාලනික සත්තු ජාතියක්. පොර කුකුල්ලුත් එකෙක් මැරෙනකම් රන්ඩු කරන්නෙ...බල්ලො තමන්ගෙ ඒරියා එකේ හුජ්ජ කරන එකෙත් තියෙන්නෙ දේශපාලන ය. මන් ඉතින් පූසෙක්නෙ.,ෆේස්බුක් එකෙන් අයින් උනා වගෙම දේශපාලන රෙද්ද වලිනුත් අයින් උනා කාලෙකට කලින් . මට දැන් හරි සනීපයි . මිනිස්සු කියන්නෙ දේශපාලනික සත්තු ජාතියක් . පොර කුකුල්ලුත් එකෙක් මැරෙනකම් රන්ඩු කරන්නෙ . . . බල්ලො තමන්ගෙ ඒරියා එකේ හුජ්ජ කරන එකෙත් තියෙන්නෙ දේශපාලන ය . මන් ඉතින් පූසෙක්නෙ .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,['හුජ්ජ'],1
1.43745e+18,@USER නියම කාලකන්නියෙක්.මු ප්‍රහාකරන් වගේ.,@USER නියම කාලකන්නියෙක් . මු ප්‍රහාකරන් වගේ .,"[0, 0, 1, 0, 1, 0, 0, 0]",OFF,"['කාලකන්නියෙක්', 'මු']",1
1.42242e+18,@USER විමර්ශන action වෙනු බලා සිටිමු,@USER විමර්ශන action වෙනු බලා සිටිමු,[],NOT,[],0
8.10852e+17,මිනිස්සුන්ව අපහසුතාවයට පත් කරන්න එපා බොල  Gayan Tharaka @USER  · 19 Dec 2016  @USER දැන් උස කීයද?,මිනිස්සුන්ව අපහසුතාවයට පත් කරන්න එපා බොල Gayan Tharaka @USER 19 Dec 2016 @USER දැන් උස කීයද ?,[],NOT,[],0
1.10612e+18,එක එකා ඉපදෙද්දි හැලිච්ච කුප්පි පෝස්ට් දැකලම එපා වෙලා රෙද්ද,එක එකා ඉපදෙද්දි හැලිච්ච කුප්පි පෝස්ට් දැකලම එපා වෙලා රෙද්ද,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",OFF,"['කුප්පි', 'රෙද්ද']",1
1.42001e+18,"මේ එකෙක්. වගේ කාලකන්නි සක්කිලි බල්ලෙක් මම ලංකාවේ දැකලා නෑ. බල්ලෙක් කියන්නත් බැ. බල්ලා මීට වැඩිය දහස් ගණනකින් හොදයි  :01 ,263 views","මේ එකෙක් . වගේ කාලකන්නි සක්කිලි බල්ලෙක් මම ලංකාවේ දැකලා නෑ . බල්ලෙක් කියන්නත් බැ . බල්ලා මීට වැඩිය දහස් ගණනකින් හොදයි : 01 , 263 views","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['කාලකන්නි', 'සක්කිලි']",1
8.30332e+17,"මේ වගේ වේස බල්ලො එල්ලන්න ඕන ################   කන්න දුන්නු අත හපා කෑ තවත් සුනඛයෙක්.  මූ නමින් අජිත් සුසන්ත, ඉන්නෙ... URL","මේ වගේ වේස බල්ලො එල්ලන්න ඕන # # # # # # # # # # # # # # # # කන්න දුන්නු අත හපා කෑ තවත් සුනඛයෙක් . මූ නමින් අජිත් සුසන්ත , ඉන්නෙ . . . URL","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['වේස', 'බල්ලො', 'සුනඛයෙක්']",1
5.68908e+17,මේ වගේ සක්කිලි බල්ලො එපා බං මේ ලොකෙට URL,මේ වගේ සක්කිලි බල්ලො එපා බං මේ ලොකෙට URL,"[0, 0, 1, 1, 0, 0, 0, 0, 0]",OFF,"['සක්කිලි', 'බල්ලො']",1
8.01333e+17,ආපෝ පයිය නැලූ  හම්මේ ආච්චී... ඔයා නම්ම්..:,ආපෝ පයිය නැලූ හම්මේ ආච්චී . . . ඔයා නම්ම් . . :,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,['පයිය'],1
6.33504e+17,@USER @USER  #මැ.කො. ඒ සින්දුව ලියපු එකාව හොයනවා අති බොල....!!,@USER @USER # මැ . කො . ඒ සින්දුව ලියපු එකාව හොයනවා අති බොල . . . . ! !,[],NOT,[],0
8.41836e+17,දැන් යකෝඑකක් hit කරන්න lip kiss එකක් හරි කෙල්ලෙක් රෙද්ද ගලවන්නම ඕනද ?මේවා trending #1 වෙන්න කරන වැඩද මන්ද  URL,දැන් යකෝඑකක් hit කරන්න lip kiss එකක් හරි කෙල්ලෙක් රෙද්ද ගලවන්නම ඕනද ? මේවා trending # 1 වෙන්න කරන වැඩද මන්ද URL,[],NOT,[],0
1.01708e+18,සිය පියාගේ මරණය අමතක කර දරුවන් බේරා ගන්නට මරු කටට ගිය වෛද්‍යවරයාගේ වීරක්‍රියාව URL,සිය පියාගේ මරණය අමතක කර දරුවන් බේරා ගන්නට මරු කටට ගිය වෛද්‍යවරයාගේ වීරක්‍රියාව URL,[],NOT,[],0
9.7392e+17,@USER මුලු මහත් සමාජය ඉදිරියේ විකටයන් වූ කල එය දරා ගත නොහැකි වූ හයපාලනයට;තමන් ආන්ඩුවට පත් වූයේ සමාජ ජාලා නිසා බවත් අමතක වී ඇත.,@USER මුලු මහත් සමාජය ඉදිරියේ විකටයන් වූ කල එය දරා ගත නොහැකි වූ හයපාලනයට ; තමන් ආන්ඩුවට පත් වූයේ සමාජ ජාලා නිසා බවත් අමතක වී ඇත .,[],NOT,[],0
1.40645e+18,@USER හරි බං එල... සංචරන සීමා තුල සංචරනය වෙනදට වඩා පහසු කල ඔබට හිස නමා අචාර කරන බව අප පොලීසියට මතක් කරමු,@USER හරි බං එල . . . සංචරන සීමා තුල සංචරනය වෙනදට වඩා පහසු කල ඔබට හිස නමා අචාර කරන බව අප පොලීසියට මතක් කරමු,[],NOT,[],0
6.15489e+17,දිනු දේශය අනතුරේ යකෝ | සුනිල් රත්නායක තීන්දුවට විරුද්ධ අය රොෂාන් ද සිල්වා තීන්දුවට නිහඬ ඇයි? URL via  @USER,දිනු දේශය අනතුරේ යකෝ | සුනිල් රත්නායක තීන්දුවට විරුද්ධ අය රොෂාන් ද සිල්වා තීන්දුවට නිහඬ ඇයි ? URL via @USER,[],NOT,[],0
8.78633e+17,@USER  @USER සිකේ උඹේ කෑල්ල උඹ තියාගනින්,@USER @USER සිකේ උඹේ කෑල්ල උඹ තියාගනින්,"[0, 0, 1, 1, 0, 1, 0]",OFF,"['සිකේ', 'උඹේ', 'උඹ']",1
